sample_id,invoice_id,generated_scenario,label,edit_count,approve_count,reject_count,status_changed_count,distinct_user_count,validation_count,export_count,subtotal_change_ratio,tax_change_ratio,total_change_ratio,vendor_changed,invoice_number_changed,currency_changed,edited_after_approved,exported_after_rejected,outside_business_hours,has_deleted_line_item,has_reopened_invoice,total_tax_mismatch,repeated_processing_attempts,minutes_between_create_and_approve,max_updates_within_10_minutes,audit_duration_minutes,anomaly_reason_codes,notes
NORMAL-0115,b295c503-f67d-503c-bb38-fbaf68eba0d5,normal_straight_through,0,0,1,0,1,2,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,74,0,374,,Invoice followed a low-touch review and approval path.
NORMAL-0116,18c6927f-3cd5-5d18-8999-dd64846c68c7,normal_straight_through,0,0,1,0,1,2,1,0,0.000,0.000,0.000,0,0,0,0,0,1,0,0,0,0,23,1,113,,Invoice followed a low-touch review and approval path.
NORMAL-0117,13973d4a-3efd-584b-a38b-4eb9f33664df,normal_validation_then_approval,0,0,1,0,1,1,2,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,425,1,554,,Validation was rerun before ordinary approval.
NORMAL-0118,4da41ae4-46c5-5d98-a927-93fad4a34203,normal_exported_after_approval,0,0,1,0,2,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,132,0,747,,Invoice was exported only after approval.
NORMAL-0119,fab7cf16-e4fd-57ff-9903-d1357e66ee48,normal_validation_then_approval,0,0,1,0,1,1,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,57,1,476,,Validation was rerun before ordinary approval.
NORMAL-0120,2401ef33-0878-5bcb-bb59-c776fd561df6,normal_exported_after_approval,0,0,1,0,1,2,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,43,2,180,,Invoice was exported only after approval.
NORMAL-0121,fe3a374c-f999-5269-84bd-4222b5a33020,normal_pending_review,0,1,0,0,0,2,1,0,0.005,0.005,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1347,,Invoice remains in pending review with no approval or export.
NORMAL-0122,b1472b1e-24a2-5259-8b82-9ae920dd3809,normal_pending_review,0,0,0,0,0,2,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,0,0,278,,Invoice remains in pending review with no approval or export.
NORMAL-0123,d1a913ea-a6df-50f7-90a2-efca36e9ba72,normal_straight_through,0,0,1,0,1,2,0,0,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,76,0,308,,Invoice followed a low-touch review and approval path.
NORMAL-0124,5c0d786a-e644-542f-8dda-e93a9b7eb265,normal_exported_after_approval,0,1,1,0,1,2,0,1,0.013,0.003,0.008,0,0,0,0,0,0,0,0,0,0,154,0,721,,Invoice was exported only after approval.
NORMAL-0125,9d4f4ef0-fef5-516a-bad8-c7dd025004e3,normal_two_user_review,0,2,1,0,1,2,2,0,0.019,0.012,0.020,0,0,0,0,0,0,0,0,0,0,509,0,736,,Two reviewers participated in a normal approval workflow.
NORMAL-0126,8c5963a6-3c00-5e36-b41f-e53a000762d9,normal_straight_through,0,0,1,0,1,2,2,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,252,1,315,,Invoice followed a low-touch review and approval path.
NORMAL-0127,ae00ae29-978b-5252-97d1-88de234089fc,normal_validation_then_approval,0,3,1,0,2,1,2,0,0.027,0.017,0.022,0,0,0,0,0,0,0,0,0,0,1054,0,1369,,Validation was rerun before ordinary approval.
NORMAL-0128,fe51cf49-bcf1-559a-b627-91e0c1584f89,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,1150,1,1446,,Invoice followed a low-touch review and approval path.
NORMAL-0129,c418babd-f8b4-5c9d-a7ec-cf216781b2fc,normal_pending_review,0,2,0,0,1,1,0,0,0.001,0.015,0.001,0,0,0,0,0,0,0,0,0,0,0,0,1297,,Invoice remains in pending review with no approval or export.
NORMAL-0130,5117bee4-ad3c-5bd8-a8be-a0b74b077dc7,normal_minor_correction,0,3,1,0,1,1,1,0,0.035,0.010,0.028,0,0,0,0,0,0,0,0,0,0,1258,0,1489,,Small pre-approval correction resolved during routine review.
NORMAL-0131,8eecb4c2-b54d-5555-b3ea-cc737cad8f68,normal_exported_after_approval,0,0,1,0,2,1,2,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,513,0,604,,Invoice was exported only after approval.
NORMAL-0132,31fec30d-6702-59fa-a043-2078819a04ff,normal_exported_after_approval,0,1,1,0,1,2,2,1,0.005,0.007,0.003,0,0,0,0,0,0,0,0,0,0,29,0,172,,Invoice was exported only after approval.
NORMAL-0133,2410c20f-a3c0-5353-88c6-31e611c785b7,normal_straight_through,0,2,1,0,1,1,0,1,0.016,0.010,0.016,0,0,0,0,0,0,0,0,0,0,173,0,418,,Invoice followed a low-touch review and approval path.
NORMAL-0134,b9cbb129-ec4b-5fb3-8ae7-0509cd1381b5,normal_pending_review,0,0,0,0,1,2,2,0,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,0,1,603,,Invoice remains in pending review with no approval or export.
NORMAL-0135,d9387d05-d083-5b63-884b-b0bd0bd8f6b0,normal_validation_then_approval,0,1,1,0,1,1,2,0,0.011,0.009,0.009,0,0,0,0,0,0,0,0,0,0,55,0,402,,Validation was rerun before ordinary approval.
NORMAL-0136,5964d4c8-68ac-5ca3-aa29-44215ddb5295,normal_pending_review,0,1,0,0,1,1,0,0,0.005,0.009,0.006,0,0,0,0,0,0,0,0,0,0,0,2,2861,,Invoice remains in pending review with no approval or export.
NORMAL-0137,82a80b6a-ed65-5afa-bc5b-695209d90955,normal_minor_correction,0,2,1,0,1,2,1,1,0.023,0.016,0.019,0,0,0,0,0,0,0,0,0,0,414,2,509,,Small pre-approval correction resolved during routine review.
NORMAL-0138,60c22b01-8946-54da-a6a5-80e88b9fbd20,normal_validation_then_approval,0,3,1,0,2,1,2,1,0.022,0.046,0.023,0,0,0,0,0,1,0,0,0,0,77,0,398,,Validation was rerun before ordinary approval.
NORMAL-0139,5e2a358a-f0dd-52fb-9cf2-c6f9dd134e42,normal_exported_after_approval,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,111,0,752,,Invoice was exported only after approval.
NORMAL-0140,cfb3f33f-1a74-5a2d-80fc-0bf8ce395cf8,normal_validation_then_approval,0,2,1,0,2,2,1,0,0.024,0.010,0.023,0,0,0,0,0,0,0,0,0,0,1281,1,1406,,Validation was rerun before ordinary approval.
NORMAL-0141,95143247-7d4e-592b-99bf-3ac896d740d6,normal_straight_through,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1238,0,1757,,Invoice followed a low-touch review and approval path.
NORMAL-0142,7ee104c5-a718-5fa6-96fd-c9de5839e373,normal_exported_after_approval,0,2,1,0,1,1,0,1,0.014,0.023,0.014,0,0,0,0,0,0,0,0,0,0,631,1,1351,,Invoice was exported only after approval.
NORMAL-0143,6bbabe81-16cb-503f-b7c9-614df72471ae,normal_exported_after_approval,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1058,0,1265,,Invoice was exported only after approval.
NORMAL-0144,7fa48025-6dbd-5a6c-ab02-a8ffc5e7f198,normal_pending_review,0,0,0,0,1,2,1,0,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,0,0,1823,,Invoice remains in pending review with no approval or export.
NORMAL-0145,849a21b5-f6e9-56f2-8a23-97c57ca51a6c,normal_validation_then_approval,0,1,1,0,2,2,1,0,0.004,0.012,0.003,0,0,0,0,0,0,0,0,0,0,232,2,235,,Validation was rerun before ordinary approval.
NORMAL-0146,90c45d72-c7c7-5a00-8a9a-109b48edd5d2,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1130,0,1198,,Invoice followed a low-touch review and approval path.
NORMAL-0147,6779eee8-a894-596d-a14f-2d6ff9541028,normal_minor_correction,0,3,1,0,1,1,1,0,0.016,0.030,0.021,0,0,0,0,0,0,1,0,0,0,737,1,1033,,Small pre-approval correction resolved during routine review.
NORMAL-0148,f0491192-1042-527a-a7ed-1d0d51b49a16,normal_validation_then_approval,0,2,1,0,1,1,2,0,0.015,0.004,0.012,0,0,0,0,0,0,0,0,0,0,284,1,507,,Validation was rerun before ordinary approval.
NORMAL-0149,a4f1d63d-6e88-5645-8bcd-4d2af837c070,normal_exported_after_approval,0,1,1,0,2,1,0,1,0.008,0.014,0.010,0,0,0,0,0,1,0,0,0,0,179,1,390,,Invoice was exported only after approval.
NORMAL-0150,f51ed299-be13-5d14-ac19-0d6243ee2bd5,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.002,0,0,0,0,0,1,0,0,0,0,419,0,579,,Invoice followed a low-touch review and approval path.
NORMAL-0151,4ca9845f-3103-588f-8134-3ff0ed53f4b1,normal_exported_after_approval,0,0,1,0,1,2,1,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,626,2,1216,,Invoice was exported only after approval.
NORMAL-0152,1a20603c-31b1-59ce-a116-1df128932f62,normal_minor_correction,0,3,1,0,1,1,1,0,0.038,0.002,0.030,0,0,0,0,0,0,0,0,0,0,122,0,149,,Small pre-approval correction resolved during routine review.
NORMAL-0153,3a3766ab-7059-55a9-b8e2-81385160f369,normal_validation_then_approval,0,2,1,0,1,2,1,0,0.021,0.023,0.018,0,0,0,0,0,0,0,0,0,0,89,1,273,,Validation was rerun before ordinary approval.
NORMAL-0154,34558f1b-46a1-56c1-b62d-e7b0d0eeb3ec,normal_straight_through,0,1,1,0,1,1,1,0,0.008,0.010,0.009,0,0,0,0,0,0,0,0,0,0,346,0,557,,Invoice followed a low-touch review and approval path.
NORMAL-0155,bdd2efba-6dc6-59a6-bc92-b0aa33830dee,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,324,0,582,,Invoice followed a low-touch review and approval path.
NORMAL-0156,7f54564e-afdb-5604-8420-08795968f870,normal_minor_correction,0,2,1,0,1,1,1,0,0.013,0.020,0.015,0,0,0,0,0,0,0,0,0,0,1233,0,1273,,Small pre-approval correction resolved during routine review.
NORMAL-0157,30a26ade-636e-5f97-8c4f-34a0e655e097,normal_straight_through,0,2,1,0,1,1,1,0,0.017,0.008,0.018,0,0,0,0,0,0,0,0,0,0,923,0,1055,,Invoice followed a low-touch review and approval path.
NORMAL-0158,4102a62f-495d-5bf8-88d1-4cc57555f56d,normal_pending_review,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,1,1707,,Invoice remains in pending review with no approval or export.
NORMAL-0159,291beeae-a285-5d21-a8ce-eee582f9909e,normal_exported_after_approval,0,1,1,0,1,1,1,1,0.011,0.009,0.011,0,0,0,0,0,0,0,0,0,0,204,1,543,,Invoice was exported only after approval.
NORMAL-0160,39279f32-a615-5e36-bdc4-6f94e9de0ad0,normal_minor_correction,0,1,1,0,1,2,1,1,0.006,0.009,0.008,0,0,0,0,0,0,1,0,0,0,480,0,643,,Small pre-approval correction resolved during routine review.
NORMAL-0161,d9f400c9-169d-5ad7-882d-4ec7f65066ac,normal_minor_correction,0,1,1,0,1,1,1,1,0.007,0.009,0.006,0,0,0,0,0,0,1,0,0,0,803,1,1459,,Small pre-approval correction resolved during routine review.
NORMAL-0162,49112dda-d196-541b-badb-008eabc5dcb0,normal_validation_then_approval,0,2,1,0,2,1,2,0,0.022,0.023,0.022,0,0,0,0,0,0,0,0,0,0,382,0,436,,Validation was rerun before ordinary approval.
NORMAL-0163,dca68568-c6c8-559e-8b4d-977d64f2f608,normal_validation_then_approval,0,2,1,0,1,1,1,0,0.011,0.031,0.016,0,0,0,0,0,1,0,0,0,0,131,0,314,,Validation was rerun before ordinary approval.
NORMAL-0164,37e703da-70a1-5874-bfb9-6f23d7717204,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,905,1,1283,,Invoice followed a low-touch review and approval path.
NORMAL-0165,73852bc8-2277-538b-8cf3-969c37a1a1b5,normal_exported_after_approval,0,2,1,0,1,1,1,1,0.004,0.015,0.006,0,0,0,0,0,0,0,0,0,0,20,2,162,,Invoice was exported only after approval.
NORMAL-0166,7490d562-576c-56bb-b0a8-b6b91cb4ad66,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1056,1,1334,,Invoice followed a low-touch review and approval path.
NORMAL-0167,b3df68ba-718b-5a89-b6a3-9882e79b3466,normal_pending_review,0,0,0,0,0,2,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1694,,Invoice remains in pending review with no approval or export.
NORMAL-0168,044cf3f9-7ad0-5e1e-8e46-10895530326e,normal_pending_review,0,2,0,0,0,1,0,0,0.014,0.002,0.010,0,0,0,0,0,0,0,0,0,0,0,1,1050,,Invoice remains in pending review with no approval or export.
NORMAL-0169,4d7075c0-46f6-5e24-a72e-f678b82f0bb7,normal_straight_through,0,0,1,0,1,2,0,1,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,41,0,423,,Invoice followed a low-touch review and approval path.
NORMAL-0170,d869c674-76ca-5434-9c4d-a61158cb51f8,normal_validation_then_approval,0,1,1,0,2,1,2,0,0.009,0.005,0.009,0,0,0,0,0,0,0,0,0,0,61,2,137,,Validation was rerun before ordinary approval.
NORMAL-0171,25aedd99-2d3b-5a4c-ac8b-cfc3a8f6ffc6,normal_validation_then_approval,0,2,1,0,2,1,1,0,0.014,0.027,0.017,0,0,0,0,0,0,0,0,0,0,668,1,976,,Validation was rerun before ordinary approval.
NORMAL-0172,edf37636-43be-5ae5-a13a-fa369e5ea9bf,normal_validation_then_approval,0,1,1,0,2,1,2,1,0.007,0.005,0.010,0,0,0,0,0,0,0,0,0,0,179,0,739,,Validation was rerun before ordinary approval.
NORMAL-0173,9647822d-941c-583d-9333-b75ed960c5f7,normal_exported_after_approval,0,2,1,0,1,1,1,1,0.015,0.022,0.019,0,0,0,0,0,0,0,0,0,0,81,1,586,,Invoice was exported only after approval.
NORMAL-0174,3e563cec-b9b2-5697-95e1-c847bc20b9ef,normal_minor_correction,0,1,1,0,1,1,1,0,0.013,0.007,0.010,0,0,0,0,0,0,0,0,0,0,1032,0,1212,,Small pre-approval correction resolved during routine review.
NORMAL-0175,b0f682a0-2bfa-590a-8d86-b57d0a1cc80b,normal_validation_then_approval,0,2,1,0,1,2,1,0,0.022,0.008,0.018,0,0,0,0,0,0,0,0,0,0,298,0,462,,Validation was rerun before ordinary approval.
NORMAL-0176,698611c6-cd22-5c79-ade3-7dda0033b588,normal_exported_after_approval,0,2,1,0,1,1,0,1,0.024,0.005,0.022,0,0,0,0,0,0,0,0,0,0,1035,0,1523,,Invoice was exported only after approval.
NORMAL-0177,b70fca88-bfaa-50ea-9dbf-734ce97983e4,normal_exported_after_approval,0,1,1,0,1,1,1,1,0.014,0.009,0.011,0,0,0,0,0,0,0,0,0,0,398,1,429,,Invoice was exported only after approval.
NORMAL-0178,d8ddd94b-3ff0-5368-bdbb-a5065c36dd74,normal_minor_correction,0,3,1,0,1,2,1,1,0.008,0.032,0.014,0,0,0,0,0,0,0,0,0,0,1092,0,1754,,Small pre-approval correction resolved during routine review.
NORMAL-0179,7100df1c-84ec-5853-ba42-6ff041193bb8,normal_pending_review,0,0,0,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2007,,Invoice remains in pending review with no approval or export.
NORMAL-0180,80ae9553-6b46-5d04-968a-68d1ad0fbf32,normal_straight_through,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,432,1,791,,Invoice followed a low-touch review and approval path.
NORMAL-0181,ab770050-d06f-51e1-b632-c3985616d8b1,normal_straight_through,0,1,1,0,1,1,0,1,0.005,0.014,0.007,0,0,0,0,0,0,0,0,0,0,893,0,1583,,Invoice followed a low-touch review and approval path.
NORMAL-0182,86be6d92-8aac-5409-b7c6-1b3129193b71,normal_straight_through,0,0,1,0,1,1,1,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,435,2,1042,,Invoice followed a low-touch review and approval path.
NORMAL-0183,f564d51b-bf28-5a38-a8d0-687cf08a8068,normal_straight_through,0,2,1,0,1,1,0,0,0.024,0.012,0.023,0,0,0,0,0,0,0,0,0,0,31,0,213,,Invoice followed a low-touch review and approval path.
NORMAL-0184,a29ec5ab-9b50-55cd-bf1f-4b4a74d2d288,normal_pending_review,0,0,0,0,1,2,1,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,1900,,Invoice remains in pending review with no approval or export.
NORMAL-0185,0b5c8ee7-0bf2-5ef9-b0f7-aa20b4851f7f,normal_minor_correction,0,2,1,0,1,3,1,1,0.012,0.006,0.012,0,1,0,0,0,0,0,0,0,0,1344,2,1761,,Small pre-approval correction resolved during routine review.
NORMAL-0186,b8abd17d-99f2-5007-a20b-f0385f8ecf52,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,243,1,588,,Invoice followed a low-touch review and approval path.
NORMAL-0187,bb70f465-01ab-55ee-8747-be5ffa9fee41,normal_minor_correction,0,2,1,0,1,1,2,0,0.024,0.023,0.024,0,0,0,0,0,0,0,0,0,0,347,0,571,,Small pre-approval correction resolved during routine review.
NORMAL-0188,aa1df458-20bf-51ef-b36e-d15630e99ea0,normal_minor_correction,0,1,1,0,1,1,2,0,0.006,0.015,0.010,0,0,0,0,0,0,0,0,0,0,74,1,164,,Small pre-approval correction resolved during routine review.
NORMAL-0189,48fcedaa-7173-5052-a112-2a6b9e56db48,normal_validation_then_approval,0,3,1,0,1,1,2,0,0.027,0.039,0.026,0,0,0,0,0,0,0,0,0,0,473,2,749,,Validation was rerun before ordinary approval.
NORMAL-0190,238e6389-2961-526c-86ba-0b6eb4fd5762,normal_straight_through,0,1,1,0,1,1,1,0,0.001,0.005,0.002,0,0,0,0,0,0,0,0,0,0,684,0,864,,Invoice followed a low-touch review and approval path.
NORMAL-0191,6819491e-df1f-5a0b-ba46-4b0f68894828,normal_exported_after_approval,0,1,1,0,1,1,0,1,0.008,0.006,0.009,0,0,0,0,0,0,0,0,0,0,324,0,883,,Invoice was exported only after approval.
NORMAL-0192,fb840c86-9ae2-5c28-a230-9619f8cdcc95,normal_exported_after_approval,0,0,1,0,1,2,1,1,0.000,0.000,0.002,0,0,0,0,0,0,0,0,0,0,58,0,591,,Invoice was exported only after approval.
NORMAL-0193,344785a9-04a3-553b-9b62-4c35985b0302,normal_minor_correction,0,2,1,0,1,1,1,1,0.011,0.008,0.012,0,0,0,0,0,0,0,0,0,0,72,0,775,,Small pre-approval correction resolved during routine review.
NORMAL-0194,e38076d3-8296-59a6-8b18-78614e6c93d7,normal_validation_then_approval,0,2,1,0,2,1,1,0,0.012,0.012,0.014,0,0,0,0,0,0,0,0,0,0,41,0,149,,Validation was rerun before ordinary approval.
NORMAL-0195,9f0af41b-fadb-5b01-ac5f-5eaf9731c7bb,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,76,0,182,,Invoice followed a low-touch review and approval path.
NORMAL-0196,0da2dbbb-cf3b-58c5-8284-3ac7122bcd12,normal_pending_review,0,0,0,0,0,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,0,2699,,Invoice remains in pending review with no approval or export.
NORMAL-0197,a5339205-6055-5718-95d3-1560779009e9,normal_validation_then_approval,0,1,1,0,1,1,1,1,0.005,0.001,0.004,0,0,0,0,0,0,0,0,0,0,44,2,204,,Validation was rerun before ordinary approval.
NORMAL-0198,2366c188-d4a6-5133-96dc-1b2edd8ec0ab,normal_minor_correction,0,2,1,0,1,1,2,0,0.030,0.021,0.026,0,0,0,0,0,0,0,0,0,0,366,1,690,,Small pre-approval correction resolved during routine review.
NORMAL-0199,25653934-bcd2-5be2-9a61-6fd60eaeec6b,normal_straight_through,0,0,1,0,1,1,1,0,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,378,0,562,,Invoice followed a low-touch review and approval path.
NORMAL-0200,f09ed941-b57c-56cf-9476-2b81e055ad89,normal_minor_correction,0,2,1,0,1,1,2,1,0.013,0.031,0.018,0,0,0,0,0,0,1,0,0,0,415,0,575,,Small pre-approval correction resolved during routine review.
NORMAL-0201,a900b22b-c16b-518f-95c7-51e874da137e,normal_validation_then_approval,0,1,1,0,2,1,1,0,0.003,0.004,0.003,0,0,0,0,0,0,0,0,0,0,868,1,1169,,Validation was rerun before ordinary approval.
NORMAL-0202,e7d58b68-e3ab-5474-ae39-9c8accc14e25,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,194,1,356,,Invoice followed a low-touch review and approval path.
NORMAL-0203,db6cfedf-cd99-5f8c-8469-4c99601fd82f,normal_pending_review,0,1,0,0,1,2,1,0,0.005,0.006,0.007,0,0,0,0,0,0,0,0,0,0,0,0,2244,,Invoice remains in pending review with no approval or export.
NORMAL-0204,128bc98e-4e88-598a-8469-8ca8a6771da9,normal_straight_through,0,1,1,0,1,1,1,0,0.006,0.011,0.005,0,0,0,0,0,0,0,0,0,0,736,1,952,,Invoice followed a low-touch review and approval path.
NORMAL-0205,b9cb9586-4880-55da-92d5-88afbd790b5d,normal_minor_correction,0,2,1,0,1,3,1,0,0.017,0.009,0.018,0,0,0,0,0,0,0,0,0,0,383,0,472,,Small pre-approval correction resolved during routine review.
NORMAL-0206,469b9c87-9ec1-59c6-b7ae-1d2304a446b3,normal_exported_after_approval,0,2,1,0,1,1,0,1,0.006,0.015,0.010,0,0,0,0,0,0,0,0,0,0,1400,2,1507,,Invoice was exported only after approval.
NORMAL-0207,4760e510-7ce9-5421-807a-454af8aa170d,normal_exported_after_approval,0,1,1,0,1,1,0,1,0.004,0.007,0.003,0,0,0,0,0,0,0,0,0,0,529,1,1228,,Invoice was exported only after approval.
NORMAL-0208,ecda67b0-f23f-5cbe-8ec2-95bace82d587,normal_exported_after_approval,0,1,1,0,2,1,1,1,0.006,0.012,0.007,0,0,0,0,0,0,0,0,0,0,1046,2,1445,,Invoice was exported only after approval.
NORMAL-0209,5c421ae1-c307-5687-b0bb-a66a914639ea,normal_exported_after_approval,0,2,1,0,1,1,1,1,0.029,0.016,0.029,0,0,0,0,0,0,0,0,0,0,1342,0,2001,,Invoice was exported only after approval.
NORMAL-0210,d102328e-0ed5-5516-bcd6-f73a70a21c2c,normal_straight_through,0,1,1,0,1,2,0,1,0.007,0.013,0.011,0,0,0,0,0,0,0,0,0,0,1042,0,1599,,Invoice followed a low-touch review and approval path.
NORMAL-0211,da07c923-2304-5f59-9f78-87c2c215ea1d,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,278,1,819,,Invoice followed a low-touch review and approval path.
NORMAL-0212,caa2b047-b322-559e-98a0-67d1c10fcd33,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.001,0,0,0,0,0,0,0,0,0,0,759,0,850,,Invoice followed a low-touch review and approval path.
NORMAL-0213,becfdfa1-acf4-5684-b097-75d1d9011904,normal_two_user_review,0,1,1,0,1,2,1,0,0.013,0.005,0.011,0,0,0,0,0,0,0,0,0,0,1182,0,1492,,Two reviewers participated in a normal approval workflow.
NORMAL-0214,ea425f41-6ba9-592b-8a14-13c6cb5d8b3f,normal_minor_correction,0,1,1,0,1,1,2,0,0.005,0.016,0.007,0,0,0,0,0,0,0,0,0,0,333,2,411,,Small pre-approval correction resolved during routine review.
NORMAL-0215,87f712a0-ac3f-589c-ba2c-bb333c824cc5,normal_validation_then_approval,0,1,1,0,2,1,2,0,0.006,0.008,0.005,0,0,0,0,0,0,0,0,0,0,198,0,480,,Validation was rerun before ordinary approval.
NORMAL-0216,8eccbd92-235e-56be-8fda-abb863354dec,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,320,0,853,,Invoice followed a low-touch review and approval path.
NORMAL-0217,1e044bbc-a4e0-51ce-86cf-278a7ac66123,normal_minor_correction,0,2,1,0,1,2,1,1,0.023,0.019,0.022,0,0,0,0,0,0,0,0,0,0,919,1,1456,,Small pre-approval correction resolved during routine review.
NORMAL-0218,02d9d980-1341-5933-b95c-ccb14ddec56d,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,64,0,339,,Invoice followed a low-touch review and approval path.
NORMAL-0219,a512dcfa-c3df-5b6a-96f4-f1a17c4214fa,normal_straight_through,0,0,1,0,1,1,0,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,688,1,933,,Invoice followed a low-touch review and approval path.
NORMAL-0220,61395a9f-a099-5454-b7f7-77fabf298369,normal_validation_then_approval,0,0,1,0,1,1,2,1,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,98,2,264,,Validation was rerun before ordinary approval.
NORMAL-0221,8da4a690-37d0-57ab-ab86-d7ce80e489e7,normal_minor_correction,0,1,1,0,1,2,1,0,0.015,0.010,0.014,0,1,0,0,0,0,0,0,0,0,404,1,467,,Small pre-approval correction resolved during routine review.
NORMAL-0222,cd910a54-a5db-57af-8c8f-0f765d48f61c,normal_pending_review,0,1,0,0,0,2,1,0,0.007,0.010,0.006,0,0,0,0,0,0,0,0,0,0,0,0,605,,Invoice remains in pending review with no approval or export.
NORMAL-0223,4bd678fc-3537-500c-9c08-8ccdaa8dbff7,normal_validation_then_approval,0,1,1,0,1,1,2,0,0.016,0.011,0.016,0,0,0,0,0,0,0,0,0,0,1029,1,1142,,Validation was rerun before ordinary approval.
NORMAL-0224,6b3d5884-ae21-5224-8e31-138a30997568,normal_minor_correction,0,3,1,0,1,1,2,1,0.020,0.004,0.020,0,0,0,0,0,0,0,0,0,0,1026,2,1571,,Small pre-approval correction resolved during routine review.
NORMAL-0225,ef96d7c7-792a-546f-99fd-e34b0c06ce63,normal_two_user_review,0,2,1,0,2,2,1,0,0.004,0.009,0.005,0,0,0,0,0,0,0,0,0,0,187,0,363,,Two reviewers participated in a normal approval workflow.
NORMAL-0226,dd8b8f43-87c9-59cb-a9cb-77c2fe597cb7,normal_minor_correction,0,1,1,0,1,1,1,0,0.013,0.006,0.014,0,1,0,0,0,0,0,0,0,0,396,0,721,,Small pre-approval correction resolved during routine review.
NORMAL-0227,d4655610-e93b-5436-b17b-5560f42f6e53,normal_pending_review,0,2,0,0,1,1,2,0,0.008,0.010,0.006,0,0,0,0,0,0,0,0,0,0,0,1,1707,,Invoice remains in pending review with no approval or export.
NORMAL-0228,fb632ccb-378e-5e3e-8b92-6536b5e9be7b,normal_validation_then_approval,0,0,1,0,2,2,1,1,0.000,0.000,0.003,0,0,0,0,0,0,0,0,0,0,199,2,301,,Validation was rerun before ordinary approval.
NORMAL-0229,986dd055-b192-585a-92ff-f64a5cdce645,normal_straight_through,0,0,1,0,1,1,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,1414,0,1758,,Invoice followed a low-touch review and approval path.
NORMAL-0230,0c6c0798-d098-59a9-8b02-84a26e719792,normal_validation_then_approval,0,3,1,0,1,1,1,0,0.012,0.013,0.013,0,0,0,0,0,0,0,0,0,0,684,2,884,,Validation was rerun before ordinary approval.
